VANUS,SUGU,RAHVUS_3,CODE,MK_NIMI,Piirkonna_NIMI,HARIDUS_4,n
18-24,Mehed,Eestlased,87,Võru maakond,Võru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,530
18-24,Mehed,Eestlased,87,Võru maakond,Võru maakond,Kõrgharidus,24
18-24,Mehed,Eestlased,87,Võru maakond,Võru maakond,Põhiharidus või madalam,648
18-24,Mehed,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,229
18-24,Mehed,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,19
18-24,Mehed,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,272
18-24,Mehed,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,75
18-24,Mehed,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,9
18-24,Mehed,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,117
18-24,Mehed,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,77
18-24,Mehed,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,2
18-24,Mehed,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,72
18-24,Mehed,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,657
18-24,Mehed,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Kõrgharidus,39
18-24,Mehed,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,943
18-24,Mehed,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,201
18-24,Mehed,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,16
18-24,Mehed,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,265
18-24,Mehed,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,43
18-24,Mehed,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Kõrgharidus,4
18-24,Mehed,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,44
18-24,Mehed,Muud rahvused,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,44
18-24,Mehed,Muud rahvused,1,Harju maakond,Pirita linnaosa,Kõrgharidus,3
18-24,Mehed,Muud rahvused,1,Harju maakond,Pirita linnaosa,Põhiharidus või madalam,50
18-24,Mehed,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,191
18-24,Mehed,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Kõrgharidus,5
18-24,Mehed,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Põhiharidus või madalam,257
18-24,Mehed,Muud rahvused,37,Harju maakond,Harju maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,299
18-24,Mehed,Muud rahvused,37,Harju maakond,Harju maakond,Kõrgharidus,16
18-24,Mehed,Muud rahvused,37,Harju maakond,Harju maakond,Põhiharidus või madalam,428
18-24,Mehed,Muud rahvused,39,Hiiu maakond,Hiiu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1
18-24,Mehed,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1159
18-24,Mehed,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Kõrgharidus,55
18-24,Mehed,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Põhiharidus või madalam,1434
18-24,Mehed,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,21
18-24,Mehed,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Kõrgharidus,2
18-24,Mehed,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Põhiharidus või madalam,30
18-24,Mehed,Muud rahvused,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2
18-24,Mehed,Muud rahvused,52,Järva maakond,Järva maakond,Kõrgharidus,1
18-24,Mehed,Muud rahvused,52,Järva maakond,Järva maakond,Põhiharidus või madalam,9
18-24,Mehed,Muud rahvused,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,12
18-24,Mehed,Muud rahvused,56,Lääne maakond,Lääne maakond,Kõrgharidus,1
18-24,Mehed,Muud rahvused,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,23
18-24,Mehed,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,51
18-24,Mehed,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Kõrgharidus,4
18-24,Mehed,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Põhiharidus või madalam,89
18-24,Mehed,Muud rahvused,64,Põlva maakond,Põlva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,7
18-24,Mehed,Muud rahvused,64,Põlva maakond,Põlva maakond,Põhiharidus või madalam,9
18-24,Mehed,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,53
18-24,Mehed,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Kõrgharidus,6
18-24,Mehed,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,76
18-24,Mehed,Muud rahvused,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,5
18-24,Mehed,Muud rahvused,71,Rapla maakond,Rapla maakond,Kõrgharidus,1
18-24,Mehed,Muud rahvused,71,Rapla maakond,Rapla maakond,Põhiharidus või madalam,23
18-24,Mehed,Muud rahvused,74,Saare maakond,Saare maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1
18-24,Mehed,Muud rahvused,74,Saare maakond,Saare maakond,Põhiharidus või madalam,1
18-24,Mehed,Muud rahvused,79,Tartu maakond,Tartu linn,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,127
18-24,Mehed,Muud rahvused,79,Tartu maakond,Tartu linn,Kõrgharidus,7
18-24,Mehed,Muud rahvused,79,Tartu maakond,Tartu linn,Põhiharidus või madalam,187
18-24,Mehed,Muud rahvused,79,Tartu maakond,Tartu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,42
18-24,Mehed,Muud rahvused,79,Tartu maakond,Tartu maakond,Kõrgharidus,2
18-24,Mehed,Muud rahvused,79,Tartu maakond,Tartu maakond,Põhiharidus või madalam,70
18-24,Mehed,Muud rahvused,81,Valga maakond,Valga maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,27
18-24,Mehed,Muud rahvused,81,Valga maakond,Valga maakond,Kõrgharidus,2
18-24,Mehed,Muud rahvused,81,Valga maakond,Valga maakond,Põhiharidus või madalam,70
18-24,Mehed,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,5
18-24,Mehed,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Põhiharidus või madalam,8
18-24,Mehed,Muud rahvused,87,Võru maakond,Võru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,7
18-24,Mehed,Muud rahvused,87,Võru maakond,Võru maakond,Põhiharidus või madalam,11
18-24,Naised,Eestlased,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,369
18-24,Naised,Eestlased,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,90
18-24,Naised,Eestlased,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,390
18-24,Naised,Eestlased,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,575
18-24,Naised,Eestlased,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,136
18-24,Naised,Eestlased,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,584
18-24,Naised,Eestlased,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,344
18-24,Naised,Eestlased,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,75
18-24,Naised,Eestlased,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,285
18-24,Naised,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,505
18-24,Naised,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Kõrgharidus,96
18-24,Naised,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,544
18-24,Naised,Eestlased,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,523
18-24,Naised,Eestlased,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,133
18-24,Naised,Eestlased,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,505
18-24,Naised,Eestlased,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,485
18-24,Naised,Eestlased,1,Harju maakond,Nõmme linnaosa,Kõrgharidus,104
18-24,Naised,Eestlased,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,519
18-24,Naised,Eestlased,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,198
18-24,Naised,Eestlased,1,Harju maakond,Pirita linnaosa,Kõrgharidus,45
18-24,Naised,Eestlased,1,Harju maakond,Pirita linnaosa,Põhiharidus või madalam,229
18-24,Naised,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,432
18-24,Naised,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Kõrgharidus,82
18-24,Naised,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Põhiharidus või madalam,429
18-24,Naised,Eestlased,37,Harju maakond,Harju maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2077
18-24,Naised,Eestlased,37,Harju maakond,Harju maakond,Kõrgharidus,364
18-24,Naised,Eestlased,37,Harju maakond,Harju maakond,Põhiharidus või madalam,2536
18-24,Naised,Eestlased,39,Hiiu maakond,Hiiu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,130
18-24,Naised,Eestlased,39,Hiiu maakond,Hiiu maakond,Kõrgharidus,21
18-24,Naised,Eestlased,39,Hiiu maakond,Hiiu maakond,Põhiharidus või madalam,107
18-24,Naised,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,523
18-24,Naised,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Kõrgharidus,93
18-24,Naised,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Põhiharidus või madalam,454
18-24,Naised,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,430
18-24,Naised,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Kõrgharidus,76
18-24,Naised,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Põhiharidus või madalam,401
18-24,Naised,Eestlased,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,384
18-24,Naised,Eestlased,52,Järva maakond,Järva maakond,Kõrgharidus,73
18-24,Naised,Eestlased,52,Järva maakond,Järva maakond,Põhiharidus või madalam,527
18-24,Naised,Eestlased,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,265
18-24,Naised,Eestlased,56,Lääne maakond,Lääne maakond,Kõrgharidus,48
18-24,Naised,Eestlased,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,305
18-24,Naised,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,824
18-24,Naised,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Kõrgharidus,141
18-24,Naised,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Põhiharidus või madalam,941
18-24,Naised,Eestlased,64,Põlva maakond,Põlva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,343
18-24,Naised,Eestlased,64,Põlva maakond,Põlva maakond,Kõrgharidus,54
18-24,Naised,Eestlased,64,Põlva maakond,Põlva maakond,Põhiharidus või madalam,349
18-24,Naised,Eestlased,68,Pärnu maakond,Pärnu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1273
18-24,Naised,Eestlased,68,Pärnu maakond,Pärnu maakond,Kõrgharidus,184
18-24,Naised,Eestlased,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,1269
18-24,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,475
18-24,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Kõrgharidus,72
18-24,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Põhiharidus või madalam,516
18-24,Naised,Eestlased,74,Saare maakond,Saare maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,441
18-24,Naised,Eestlased,74,Saare maakond,Saare maakond,Kõrgharidus,79
18-24,Naised,Eestlased,74,Saare maakond,Saare maakond,Põhiharidus või madalam,438
18-24,Naised,Eestlased,79,Tartu maakond,Tartu linn,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1218
18-24,Naised,Eestlased,79,Tartu maakond,Tartu linn,Kõrgharidus,250
18-24,Naised,Eestlased,79,Tartu maakond,Tartu linn,Põhiharidus või madalam,1231
18-24,Naised,Eestlased,79,Tartu maakond,Tartu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,859
18-24,Naised,Eestlased,79,Tartu maakond,Tartu maakond,Kõrgharidus,146
18-24,Naised,Eestlased,79,Tartu maakond,Tartu maakond,Põhiharidus või madalam,982
18-24,Naised,Eestlased,81,Valga maakond,Valga maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,370
18-24,Naised,Eestlased,81,Valga maakond,Valga maakond,Kõrgharidus,65
18-24,Naised,Eestlased,81,Valga maakond,Valga maakond,Põhiharidus või madalam,376
18-24,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,682
18-24,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Kõrgharidus,108
18-24,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Põhiharidus või madalam,751
18-24,Naised,Eestlased,87,Võru maakond,Võru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,551
18-24,Naised,Eestlased,87,Võru maakond,Võru maakond,Kõrgharidus,97
18-24,Naised,Eestlased,87,Võru maakond,Võru maakond,Põhiharidus või madalam,474
18-24,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,228
18-24,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,25
18-24,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,212
18-24,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,89
18-24,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,24
18-24,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,103
18-24,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,60
18-24,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,8
18-24,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,74
18-24,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,639
18-24,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Kõrgharidus,93
18-24,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,809
18-24,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,212
18-24,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,27
18-24,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,211
18-24,Naised,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,40
18-24,Naised,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Kõrgharidus,5
18-24,Naised,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,53
18-24,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,51
18-24,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Kõrgharidus,7
18-24,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Põhiharidus või madalam,53
18-24,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,192
18-24,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Kõrgharidus,18
18-24,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Põhiharidus või madalam,255
18-24,Naised,Muud rahvused,37,Harju maakond,Harju maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,287
18-24,Naised,Muud rahvused,37,Harju maakond,Harju maakond,Kõrgharidus,37
18-24,Naised,Muud rahvused,37,Harju maakond,Harju maakond,Põhiharidus või madalam,389
18-24,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1125
18-24,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Kõrgharidus,133
18-24,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Põhiharidus või madalam,1255
18-24,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,27
18-24,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Kõrgharidus,2
18-24,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Põhiharidus või madalam,19
18-24,Naised,Muud rahvused,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,4
18-24,Naised,Muud rahvused,52,Järva maakond,Järva maakond,Kõrgharidus,1
18-24,Naised,Muud rahvused,52,Järva maakond,Järva maakond,Põhiharidus või madalam,7
18-24,Naised,Muud rahvused,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,12
18-24,Naised,Muud rahvused,56,Lääne maakond,Lääne maakond,Kõrgharidus,1
18-24,Naised,Muud rahvused,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,21
18-24,Naised,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,60
18-24,Naised,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Kõrgharidus,5
18-24,Naised,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Põhiharidus või madalam,81
18-24,Naised,Muud rahvused,64,Põlva maakond,Põlva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,5
